player_id,team_id,label,is_active
8478840,NYR,W. Borgen,0
8482157,NYR,W. Cuylle,0
8482245,OTT,A. Zub,0
8480801,OTT,B. Tkachuk,0
8473512,OTT,C. Giroux,0
8480208,OTT,D. Batherson,0
8481528,OTT,D. Cozens,0
8480188,OTT,F. Zetterlund,0
8482411,OTT,H. Shepard,0
8473503,OTT,J. Reimer,0
8482105,OTT,J. Sanderson,0
8481606,OTT,J. Spence,0
8474189,OTT,L. Eller,0
8476999,OTT,L. Ullmark,0
8478020,OTT,M. Amadio,0
8481544,OTT,M. Sogaard,0
8476393,OTT,N. Cousins,0
8475324,OTT,N. Jensen,0
8484321,OTT,N. Matinpalo,0
8482092,OTT,R. Greig,0
8483676,OTT,S. Halliday,0
8481596,OTT,S. Pinto,0
8478469,OTT,T. Chabot,0
8482095,OTT,T. Kleven,0
8482116,OTT,T. Stützle,0
8482673,OTT,X. Bourgault,0
8482783,PHI,A. Kolosov,1
8481553,PHI,B. Brink,0
8477989,PHI,C. Dvorak,0
8479336,PHI,C. Grundstrom,0
8481546,PHI,C. York,0
8484142,PHI,D. Barkey,0
8478435,PHI,D. Vladar,0
8482126,PHI,E. Andrae,0
8477903,PHI,G. Hathaway,0
8482142,PHI,J. Drysdale,0
8478967,PHI,L. Pederson,0
8484387,PHI,M. Michkov,1
8480220,PHI,N. Cates,0
8475235,PHI,N. Deslauriers,0
8483733,PHI,N. Grebenkin,1
8478454,PHI,N. Juulsen,0
8476372,PHI,N. Seeler,0
8480015,PHI,O. Tippett,0
8477499,PHI,R. Ristolainen,0
8476461,PHI,S. Couturier,0
8481035,PHI,S. Ersson,0
8478439,PHI,T. Konecny,0
8477948,PHI,T. Sanheim,0
8481533,PHI,T. Zegras,0
8482993,PIT,A. Hayes,0
8477511,PIT,A. Mantha,0
8481668,PIT,A. Silovs,0
8485414,PIT,B. Kindel,0
8476967,PIT,B. Kulak,0
8481481,PIT,B. Lizotte,0
8475810,PIT,B. Rust,0
8477365,PIT,C. Clifton,0
8480980,PIT,C. Dewar,0
8482475,PIT,E. Chinakhov,1
8474578,PIT,E. Karlsson,0
8471215,PIT,E. Malkin,0
8482470,PIT,I. Solovyov,1
8479638,PIT,J. Brazeau,0
8481030,PIT,J. St. Ivany,0
8475763,PIT,K. Hayes,0
8471724,PIT,K. Letang,0
8478569,PIT,N. Acciari,0
8478450,PIT,P. Wotherspoon,0
8483487,PIT,R. McGroarty,0
8476483,PIT,R. Rakell,0
8478854,PIT,R. Shea,0
8471675,PIT,S. Crosby,0
8479973,PIT,S. Skinner,0
8478438,PIT,T. Novak,0
8476457,SEA,A. Larsson,0
8484800,SEA,B. Catton,0
8477986,SEA,B. Montour,0
8476905,SEA,C. Stephenson,0
8480009,SEA,E. Tolvanen,0
8477919,SEA,F. Gaudreau,0
8478916,SEA,J. Daccord,0
8474586,SEA,J. Eberle,0
8477955,SEA,J. McCann,0
8482874,SEA,J. Melanson,0
8476467,SEA,J. Oleksiak,0
8475768,SEA,J. Schwartz,0
8481554,SEA,K. Kakko,0
8482665,SEA,M. Beniers,0
8484168,SEA,O. Fisker Molgaard,0
8475831,SEA,P. Grubauer,0
8482858,SEA,R. Evans,0
8479324,SEA,R. Lindgren,0
8482751,SEA,R. Winterton,0
8483524,SEA,S. Wright,0
8481789,SEA,T. Kartye,0
8478407,SEA,V. Dunn,0
8478874,SJS,A. Gaudette,0
8477968,SJS,A. Nedeljkovic,0
8477505,SJS,A. Wennberg,0
8476624,SJS,B. Goodrow,0
8484911,SJS,C. Graf,0
8475200,SJS,D. Orlov,1
8475906,SJS,J. Klingberg,0
8480748,SJS,K. Sherwood,0
8484801,SJS,M. Celebrini,0
8479983,SJS,M. Ferraro,0
8485402,SJS,M. Misa,0
8480798,SJS,P. Kurashev,1
8483630,SJS,P. Regenda,0
8471817,SJS,R. Reaves,0
8484806,SJS,S. Dickinson,0
8482166,SJS,S. Mukhamadullin,0
8480043,SJS,T. Liljegren,0
8475726,SJS,T. Toffoli,0
8479576,SJS,V. Desharnais,0
8482667,SJS,W. Eklund,0
8484227,SJS,W. Smith,0
8482137,SJS,Y. Askarov,1
8482859,SJS,Z. Ostapchuk,1
8480281,STL,A. Toropchenko,1
8475170,STL,B. Schenn,0
8475764,STL,C. Fowler,0
8476892,STL,C. Parayko,0
8484164,STL,D. Dvorsky,0
8481013,STL,J. Berggren,0
8476412,STL,J. Binnington,0
8475753,STL,J. Faulk,0
8480981,STL,J. Hofer,0
8479385,STL,J. Kyrou,0
8482089,STL,J. Neighbours,0
8483516,STL,J. Snuggerud,0
8482733,STL,L. Mailloux,0
8478472,STL,M. Joseph,0
